Muestra	Pragmático.N	Reflexivo.N	Activo.N	Teórico.N	Pragmático	Reflexivo	Activo	Teórico	Marca_temporal	Pograma	Universidad	área_estudio	nivel_académico	etapa_estudio	institución_escolar	preuniversitario	multi_carrera	desempeño_anterior	trabaja	experiencia_laboral	edad	edad2	tecnológico	tecnológico2	origen_geo	territorio	movilidad	lengua	idiomas	etnia	religión	nivel_socioeconómico	nivel_socioeconómico2	clase_social	func_física	func_cognitiva	func_cognitiva2	género	sexo	orientación_sexual	motivación	objetivo	proyección	estilo_VARK	1. ¿Cuál es el resultado de tu preferencia de aprendizaje según el cuestionario?
M101	10	12	12	13	Muy baja	Muy baja	Moderada	Baja	2026/04/08 1:38:11 p. m. GMT-4	Enfermería 	UTP	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Indígena Quechua	Catolicismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Evitar reprobar materias o abandonar los estudios.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	V media	Visual, media
M102	20	20	20	19	Muy alta	Muy alta	Muy alta	Muy alta	2026/04/08 1:45:15 p. m. GMT-4	ING Industrial	UTP	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio superior	Sí	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Indígena Quechua	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	VRK	Multimodal (VRK)
M103	12	17	12	18	Baja	Moderada	Moderada	Alta	2026/04/09 1:15:57 p. m. GMT-4	Ingeniería industrial 	UTP	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Público	Sí	Sí	Tercio medio	Sí	Sí	Estudiante universitario de mediana edad (25-39 años)	25-39 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Nacional (otras regiones de Perú)	Zona rural	Movilidad nacional (a otra región o ciudad de Perú)	Español	Monolingüe	Mestizo	Protestantismo (evangélicos y pentecostalismo)	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	V muy fuerte	Visual, muy fuerte
M104	13	12	8	10	Moderada	Muy baja	Baja	Muy baja	2026/04/10 12:31:17 p. m. GMT-4	Administración de empresas 	UCSM	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Capital de país	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Movilidad reducida	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	V muy fuerte	Visual, muy fuerte
M105	13	16	14	12	Moderada	Moderada	Alta	Baja	2026/04/10 12:42:22 p. m. GMT-4	Administración de Empresas	UCSM	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Bisexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Hacer vínculos y contactos útiles.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	V media	Visual, media
M106	18	19	16	18	Alta	Alta	Alta	Alta	2026/04/10 12:45:47 p. m. GMT-4	Derecho 	UCSM	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al medio	Privado	Sí	No	Tercio medio	Sí	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad internacional (a otro país)	Español	Bilingüe	Mestizo	Testigo de Jehová	Nivel A: Ingreso familiar mayor a S/25,000 mensuales	Nivel A	Clase media	Limitaciones visuales	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Mujer	Femenino	Bisexual	Lograr mayor reconocimiento social o prestigio profesional.	Adquirir conocimientos.	Quiero participar y aportar en iniciativas sociales (impacto social).	VARK selectivo	Multimodal (VARK Selectivo)
M107	10	14	7	13	Muy baja	Baja	Muy baja	Baja	2026/04/10 12:46:51 p. m. GMT-4	Derecho	UCSM	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Agnosticismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Bisexual	Influencia o expectativas de mi familia o entorno social.	Usar esta formación para acceder a posgrados o especializaciones.	Quiero estabilidad material y financiera (seguridad económica).	ARK	Multimodal (ARK)
M108	20	19	19	15	Muy alta	Alta	Muy alta	Moderada	2026/04/10 12:50:58 p. m. GMT-4	Ingeniería Biotecnológica	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al final	Privado	Sí	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero crear mi propio proyecto o empresa (emprendimiento).	A media	Auditivo, media
M109	20	20	19	18	Muy alta	Muy alta	Muy alta	Alta	2026/04/10 1:02:35 p. m. GMT-4	Ingeniería civil 	UCSM	Ingenierías y Tecnologías	Especialidad	Al final	Privado	No	No	Tercio medio	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Mestizo	Agnosticismo	Nivel A: Ingreso familiar mayor a S/25,000 mensuales	Nivel A	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	V fuerte	Visual, fuerte
M110	15	9	17	12	Moderada	Muy baja	Alta	Baja	2026/04/10 1:13:24 p. m. GMT-4	Comunicación social 	UCSM	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel alto: Dominio avanzado de competencias digitales	Alto	Nacional (otras regiones de Perú)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Superación personal y alcanzar metas propias.	Hacer vínculos y contactos útiles.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	V media	Visual, media
